"ID_LOZKA","ID_MIESTNOSTI"
598,228
599,228
600,228
601,228
602,229
603,229
604,229
605,229
606,231
607,231
608,231
609,231
610,232
611,232
612,232
613,232
614,235
615,235
616,236
617,236
618,237
619,237
620,239
621,239
622,240
623,240
624,242
625,242
626,242
627,242
628,242
629,243
630,243
631,243
632,243
633,243
634,246
635,246
636,246
637,246
638,246
639,247
640,247
641,247
642,247
643,247
644,250
645,250
646,250
647,250
648,250
649,251
650,251
651,251
652,251
653,251
654,253
655,253
656,253
657,254
658,254
659,254
660,255
661,255
662,255
663,258
664,258
665,258
666,258
667,258
668,259
669,259
670,259
671,259
672,259
673,261
674,261
675,261
676,261
677,262
678,262
679,262
680,262
681,263
682,263
683,263
684,263
685,266
686,266
687,267
688,267
689,268
690,268
691,271
692,271
693,271
694,271
695,271
696,271
697,272
698,272
699,272
700,272
701,272
702,272
703,273
704,273
705,273
706,273
707,273
708,273
709,274
710,274
711,274
712,274
713,274
714,274
715,276
716,276
717,276
718,276
719,277
720,277
721,277
722,277
723,278
724,278
725,278
726,278
727,281
728,281
729,281
730,281
731,281
732,282
733,282
734,282
735,282
736,282
737,283
738,283
739,283
740,283
741,283
742,284
743,284
744,284
745,284
746,284
747,287
748,287
749,287
750,287
751,287
752,287
753,288
754,288
755,288
756,288
757,288
758,288
759,289
760,289
761,289
762,289
763,289
764,289
765,290
766,290
767,290
768,290
769,290
770,290
771,293
772,293
773,293
774,293
775,293
776,293
777,294
778,294
779,294
780,294
781,294
782,294
783,295
784,295
785,295
786,295
787,295
788,295
789,298
790,298
791,298
792,298
793,299
794,299
795,299
796,299
797,300
798,300
799,300
800,300
801,302
802,302
803,302
804,303
805,303
806,303
807,304
808,304
809,304
810,305
811,305
812,305
813,307
814,307
815,307
816,307
817,307
818,307
819,308
820,308
821,308
822,308
823,308
824,308
825,311
826,311
827,311
828,311
829,311
830,311
831,312
832,312
833,312
834,312
835,312
836,312
837,313
838,313
839,313
840,313
841,313
842,313
843,315
844,315
845,315
846,315
847,315
848,315
849,316
850,316
851,316
852,316
853,316
854,316
855,317
856,317
857,317
858,317
859,317
860,317
861,319
862,319
863,319
864,319
865,319
866,320
867,320
868,320
869,320
870,320
871,321
872,321
873,321
874,321
875,321
876,324
877,324
878,324
879,325
880,325
881,325
882,328
883,328
884,328
885,328
886,329
887,329
888,329
889,329
890,331
891,331
892,332
893,332
894,333
895,333
896,334
897,334
898,336
899,336
900,336
901,336
902,336
903,336
904,337
905,337
906,337
907,337
908,337
909,337
910,338
911,338
912,338
913,338
914,338
915,338
916,341
917,341
918,341
919,341
920,341
921,341
922,342
923,342
924,342
925,342
926,342
927,342
928,343
929,343
930,343
931,343
932,343
933,343
934,344
935,344
936,344
937,344
938,344
939,344
940,346
941,346
942,346
943,346
944,346
945,347
946,347
947,347
948,347
949,347
950,348
951,348
952,348
953,348
954,348
955,351
956,351
957,352
958,352
959,353
960,353
961,355
962,355
963,355
964,356
965,356
966,356
967,357
968,357
969,357
970,358
971,358
972,358
973,361
974,361
975,361
976,361
977,361
978,362
979,362
980,362
981,362
982,362
983,363
984,363
985,363
986,363
987,363
988,366
989,366
990,367
991,367
992,370
993,370
994,370
995,370
996,370
997,370
998,371
999,371
1000,371
1001,371
1002,371
1003,371
1004,374
1005,374
1006,374
1007,375
1008,375
1009,375
1010,376
1011,376
1012,376
1013,379
1014,379
1015,379
1016,379
1017,379
1018,379
1019,380
1020,380
1021,380
1022,380
1023,380
1024,380
1025,381
1026,381
1027,381
1028,381
1029,381
1030,381
1031,384
1032,384
1033,385
1034,385
1035,386
1036,386
1037,389
1038,389
1039,389
1040,389
1041,390
1042,390
1043,390
1044,390
1045,393
1046,393
1047,393
1048,394
1049,394
1050,394
1051,397
1052,397
1053,397
1054,398
1055,398
1056,398
1057,399
1058,399
1059,399
1060,402
1061,402
1062,403
1063,403
1064,404
1065,404
1066,405
1067,405
1068,408
1069,408
1070,408
1071,408
1072,408
1073,408
1074,409
1075,409
1076,409
1077,409
1078,409
1079,409
1080,410
1081,410
1082,410
1083,410
1084,410
1085,410
1086,411
1087,411
1088,411
1089,411
1090,411
1091,411
1092,413
1093,413
1094,413
1095,414
1096,414
1097,414
1098,415
1099,415
1100,415
1101,416
1102,416
1103,416
1104,418
1105,418
1106,418
1107,419
1108,419
1109,419
1110,421
1111,421
1112,422
1113,422
1114,423
1115,423
1116,424
1117,424
1118,426
1119,426
1120,426
1121,427
1122,427
1123,427
1124,428
1125,428
1126,428
1127,429
1128,429
1129,429
1130,431
1131,431
1132,431
1133,431
1134,431
1135,432
1136,432
1137,432
1138,432
1139,432
1140,434
1141,434
1142,434
1143,434
1144,434
1145,435
1146,435
1147,435
1148,435
1149,435
1150,437
1151,437
1152,437
1153,437
1154,438
1155,438
1156,438
1157,438
1158,440
1159,440
1160,440
1161,440
1162,440
1163,440
1164,441
1165,441
1166,441
1167,441
1168,441
1169,441
1170,442
1171,442
1172,442
1173,442
1174,442
1175,442
1176,445
1177,445
1178,445
1179,445
1180,445
1181,446
1182,446
1183,446
1184,446
1185,446
1186,447
1187,447
1188,447
1189,447
1190,447
1191,450
1192,450
1193,450
1194,450
1195,450
1196,451
1197,451
1198,451
1199,451
1200,451
1201,454
1202,454
1203,455
1204,455
1205,456
1206,456
1207,459
1208,459
1209,459
1210,459
1211,459
1212,460
1213,460
1214,460
1215,460
1216,460
1217,463
1218,463
1219,463
1220,464
1221,464
1222,464
1223,467
1224,467
1225,467
1226,468
1227,468
1228,468
1229,471
1230,471
1231,471
1232,472
1233,472
1234,472
1235,474
1236,474
1237,474
1238,474
1239,474
1240,475
1241,475
1242,475
1243,475
1244,475
1245,477
1246,477
1247,478
1248,478
1249,479
1250,479
1251,481
1252,481
1253,481
1254,481
1255,482
1256,482
1257,482
1258,482
1259,483
1260,483
1261,483
1262,483
1263,486
1264,486
1265,486
1266,487
1267,487
1268,487
1269,488
1270,488
1271,488
1272,490
1273,490
1274,491
1275,491
1276,492
1277,492
1278,494
1279,494
1280,494
1281,495
1282,495
1283,495
1284,498
1285,498
1286,499
1287,499
1288,500
1289,500
1290,503
1291,503
1292,503
1293,503
1294,503
1295,504
1296,504
1297,504
1298,504
1299,504
1300,506
1301,506
1302,506
1303,506
1304,506
1305,507
1306,507
1307,507
1308,507
1309,507
1310,509
1311,509
1312,509
1313,509
1314,510
1315,510
1316,510
1317,510
1318,511
1319,511
1320,511
1321,511
1322,514
1323,514
1324,514
1325,514
1326,514
1327,514
1328,515
1329,515
1330,515
1331,515
1332,515
1333,515
1334,516
1335,516
1336,516
1337,516
1338,516
1339,516
1340,517
1341,517
1342,517
1343,517
1344,517
1345,517
1346,519
1347,519
1348,520
1349,520
1350,521
1351,521
1352,522
1353,522
1354,524
1355,524
1356,524
1357,525
1358,525
1359,525
1360,527
1361,527
1362,528
1363,528
1364,529
1365,529
1366,530
1367,530
1368,533
1369,533
1370,534
1371,534
1372,537
1373,537
1374,537
1375,537
1376,537
1377,537
1378,538
1379,538
1380,538
1381,538
1382,538
1383,538
1384,541
1385,541
1386,541
1387,541
1388,541
1389,541
1390,542
1391,542
1392,542
1393,542
1394,542
1395,542
1396,543
1397,543
1398,543
1399,543
1400,543
1401,543
1402,544
1403,544
1404,544
1405,544
1406,544
1407,544
1408,546
1409,546
1410,546
1411,546
1412,547
1413,547
1414,547
1415,547
1416,548
1417,548
1418,548
1419,548
1420,551
1421,551
1422,552
1423,552
1424,553
1425,553
1426,554
1427,554
1428,557
1429,557
1430,557
1431,557
1432,557
1433,558
1434,558
1435,558
1436,558
1437,558
1438,561
1439,561
1440,561
1441,561
1442,561
1443,561
1444,562
1445,562
1446,562
1447,562
1448,562
1449,562
1450,564
1451,564
1452,564
1453,565
1454,565
1455,565
1456,568
1457,568
1458,568
1459,569
1460,569
1461,569
1462,570
1463,570
1464,570
1465,571
1466,571
1467,571
1468,574
1469,574
1470,574
1471,575
1472,575
1473,575
1474,576
1475,576
1476,576
1477,577
1478,577
1479,577
1480,580
1481,580
1482,580
1483,581
1484,581
1485,581
1486,582
1487,582
1488,582
1489,583
1490,583
1491,583
1492,585
1493,585
1494,585
1495,585
1496,585
1497,585
1498,586
1499,586
1500,586
1501,586
1502,586
1503,586
1504,589
1505,589
1506,589
1507,589
1508,590
1509,590
1510,590
1511,590
1512,591
1513,591
1514,591
1515,591
1516,592
1517,592
1518,592
1519,592
1520,594
1521,594
1522,594
1523,595
1524,595
1525,595
1526,596
1527,596
1528,596
1529,597
1530,597
1531,597
1532,600
1533,600
1534,600
1535,600
1536,600
1537,601
1538,601
1539,601
1540,601
1541,601
1542,602
1543,602
1544,602
1545,602
1546,602
1547,603
1548,603
1549,603
1550,603
1551,603
1552,605
1553,605
1554,605
1555,605
1556,605
1557,605
1558,606
1559,606
1560,606
1561,606
1562,606
1563,606
1564,607
1565,607
1566,607
1567,607
1568,607
1569,607
1570,608
1571,608
1572,608
1573,608
1574,608
1575,608
1576,610
1577,610
1578,610
1579,611
1580,611
1581,611
1582,612
1583,612
1584,612
1585,615
1586,615
1587,615
1588,615
1589,615
1590,616
1591,616
1592,616
1593,616
1594,616
1595,617
1596,617
1597,617
1598,617
1599,617
1600,620
1601,620
1602,620
1603,620
1604,620
1605,620
1606,621
1607,621
1608,621
1609,621
1610,621
1611,621
1612,622
1613,622
1614,622
1615,622
1616,622
1617,622
1618,623
1619,623
1620,623
1621,623
1622,623
1623,623
1624,626
1625,626
1626,626
1627,626
1628,626
1629,626
1630,627
1631,627
1632,627
1633,627
1634,627
1635,627
1636,630
1637,630
1638,630
1639,630
1640,630
1641,630
1642,631
1643,631
1644,631
1645,631
1646,631
1647,631
1648,632
1649,632
1650,632
1651,632
1652,632
1653,632
1654,633
1655,633
1656,633
1657,633
1658,633
1659,633
1660,636
1661,636
1662,636
1663,637
1664,637
1665,637
1666,639
1667,639
1668,640
1669,640
1670,641
1671,641
1672,644
1673,644
1674,644
1675,645
1676,645
1677,645
1678,646
1679,646
1680,646
1681,647
1682,647
1683,647
1684,650
1685,650
1686,650
1687,650
1688,650
1689,650
1690,651
1691,651
1692,651
1693,651
1694,651
1695,651
1696,652
1697,652
1698,652
1699,652
1700,652
1701,652
1702,653
1703,653
1704,653
1705,653
1706,653
1707,653
1708,655
1709,655
1710,655
1711,655
1712,655
1713,656
1714,656
1715,656
1716,656
1717,656
1718,658
1719,658
1720,658
1721,658
1722,658
1723,659
1724,659
1725,659
1726,659
1727,659
1728,660
1729,660
1730,660
1731,660
1732,660
1733,661
1734,661
1735,661
1736,661
1737,661
1738,664
1739,664
1740,664
1741,664
1742,665
1743,665
1744,665
1745,665
1746,666
1747,666
1748,666
1749,666
1750,667
1751,667
1752,667
1753,667
1754,670
1755,670
1756,670
1757,670
1758,671
1759,671
1760,671
1761,671
1762,672
1763,672
1764,672
1765,672
1766,673
1767,673
1768,673
1769,673
1770,675
1771,675
1772,675
1773,675
1774,675
1775,675
1776,676
1777,676
1778,676
1779,676
1780,676
1781,676
1782,677
1783,677
1784,677
1785,677
1786,677
1787,677
1788,679
1789,679
1790,679
1791,679
1792,680
1793,680
1794,680
1795,680
1796,681
1797,681
1798,681
1799,681
1800,682
1801,682
1802,682
1803,682
1804,684
1805,684
1806,684
1807,684
1808,685
1809,685
1810,685
1811,685
1812,686
1813,686
1814,686
1815,686
1816,687
1817,687
1818,687
1819,687
1820,690
1821,690
1822,691
1823,691
1824,693
1825,693
1826,693
1827,693
1828,693
1829,694
1830,694
1831,694
1832,694
1833,694
1834,695
1835,695
1836,695
1837,695
1838,695
1839,697
1840,697
1841,698
1842,698
1843,699
1844,699
1845,700
1846,700
1847,703
1848,703
1849,704
1850,704
1851,706
1852,706
1853,706
1854,706
1855,706
1856,707
1857,707
1858,707
1859,707
1860,707
1861,709
1862,709
1863,710
1864,710
1865,713
1866,713
1867,713
1868,714
1869,714
1870,714
1871,717
1872,717
1873,717
1874,717
1875,717
1876,718
1877,718
1878,718
1879,718
1880,718
1881,719
1882,719
1883,719
1884,719
1885,719
1886,720
1887,720
1888,720
1889,720
1890,720
1891,722
1892,722
1893,722
1894,722
1895,722
1896,722
1897,723
1898,723
1899,723
1900,723
1901,723
1902,723
1903,724
1904,724
1905,724
1906,724
1907,724
1908,724
1909,727
1910,727
1911,727
1912,727
1913,728
1914,728
1915,728
1916,728
1917,729
1918,729
1919,729
1920,729
1921,731
1922,731
1923,732
1924,732
1925,735
1926,735
1927,735
1928,735
1929,735
1930,736
1931,736
1932,736
1933,736
1934,736
1935,739
1936,739
1937,739
1938,739
1939,740
1940,740
1941,740
1942,740
1943,743
1944,743
1945,744
1946,744
1947,745
1948,745
1949,747
1950,747
1951,747
1952,747
1953,747
1954,748
1955,748
1956,748
1957,748
1958,748
1959,749
1960,749
1961,749
1962,749
1963,749
1964,750
1965,750
1966,750
1967,750
1968,750
1969,752
1970,752
1971,753
1972,753
1973,755
1974,755
1975,755
1976,755
1977,755
1978,756
1979,756
1980,756
1981,756
1982,756
1983,757
1984,757
1985,757
1986,757
1987,757
1988,758
1989,758
1990,758
1991,758
1992,758
1993,761
1994,761
1995,761
1996,761
1997,761
1998,762
1999,762
2000,762
2001,762
2002,762
2003,763
2004,763
2005,763
2006,763
2007,763
2008,764
2009,764
2010,764
2011,764
2012,764
2013,766
2014,766
2015,766
2016,766
2017,767
2018,767
2019,767
2020,767
2021,768
2022,768
2023,768
2024,768
2025,769
2026,769
2027,769
2028,769
2029,772
2030,772
2031,772
2032,773
2033,773
2034,773
2035,775
2036,775
2037,776
2038,776
2039,777
2040,777
2041,780
2042,780
2043,780
2044,780
2045,780
2046,781
2047,781
2048,781
2049,781
2050,781
2051,782
2052,782
2053,782
2054,782
2055,782
2056,784
2057,784
2058,784
2059,784
2060,784
2061,785
2062,785
2063,785
2064,785
2065,785
2066,786
2067,786
2068,786
2069,786
2070,786
2071,789
2072,789
2073,789
2074,789
2075,789
2076,789
2077,790
2078,790
2079,790
2080,790
2081,790
2082,790
2083,791
2084,791
2085,791
2086,791
2087,791
2088,791
2089,792
2090,792
2091,792
2092,792
2093,792
2094,792
2095,794
2096,794
2097,794
2098,794
2099,794
2100,795
2101,795
2102,795
2103,795
2104,795
2105,796
2106,796
2107,796
2108,796
2109,796
2110,797
2111,797
2112,797
2113,797
2114,797
2115,799
2116,799
2117,799
2118,799
2119,800
2120,800
2121,800
2122,800
2123,801
2124,801
2125,801
2126,801
2127,802
2128,802
2129,802
2130,802
2131,804
2132,804
2133,804
2134,804
2135,804
2136,804
2137,805
2138,805
2139,805
2140,805
2141,805
2142,805
2143,806
2144,806
2145,806
2146,806
2147,806
2148,806
2149,809
2150,809
2151,809
2152,809
2153,810
2154,810
2155,810
2156,810
2157,812
2158,812
2159,812
2160,812
2161,812
2162,812
2163,813
2164,813
2165,813
2166,813
2167,813
2168,813
2169,815
2170,815
2171,815
2172,816
2173,816
2174,816
2175,819
2176,819
2177,819
2178,820
2179,820
2180,820
2181,821
2182,821
2183,821
2184,824
2185,824
2186,824
2187,824
2188,825
2189,825
2190,825
2191,825
2192,826
2193,826
2194,826
2195,826
2196,828
2197,828
2198,828
2199,828
2200,828
2201,829
2202,829
2203,829
2204,829
2205,829
2206,830
2207,830
2208,830
2209,830
2210,830
2211,832
2212,832
2213,833
2214,833
2215,834
2216,834
2217,835
2218,835
2219,837
2220,837
2221,837
2222,837
2223,838
2224,838
2225,838
2226,838
2227,839
2228,839
2229,839
2230,839
2231,840
2232,840
2233,840
2234,840
2235,843
2236,843
2237,843
2238,843
2239,843
2240,844
2241,844
2242,844
2243,844
2244,844
2245,845
2246,845
2247,845
2248,845
2249,845
2250,846
2251,846
2252,846
2253,846
2254,846
2255,849
2256,849
2257,850
2258,850
2259,853
2260,853
2261,854
2262,854
2263,855
2264,855
2265,856
2266,856
2267,859
2268,859
2269,859
2270,860
2271,860
2272,860
2273,862
2274,862
2275,862
2276,862
2277,862
2278,863
2279,863
2280,863
2281,863
2282,863
2283,864
2284,864
2285,864
2286,864
2287,864
2288,865
2289,865
2290,865
2291,865
2292,865
2293,867
2294,867
2295,867
2296,867
2297,867
2298,868
2299,868
2300,868
2301,868
2302,868
2303,871
2304,871
2305,871
2306,871
2307,871
2308,871
2309,872
2310,872
2311,872
2312,872
2313,872
2314,872
2315,873
2316,873
2317,873
2318,873
2319,873
2320,873
2321,874
2322,874
2323,874
2324,874
2325,874
2326,874
2327,877
2328,877
2329,877
2330,877
2331,877
2332,877
2333,878
2334,878
2335,878
2336,878
2337,878
2338,878
2339,880
2340,880
2341,880
2342,881
2343,881
2344,881
2345,882
2346,882
2347,882
2348,884
2349,884
2350,884
2351,884
2352,884
2353,885
2354,885
2355,885
2356,885
2357,885
2358,887
2359,887
2360,887
2361,888
2362,888
2363,888
2364,889
2365,889
2366,889
2367,891
2368,891
2369,891
2370,891
2371,891
2372,891
2373,892
2374,892
2375,892
2376,892
2377,892
2378,892
2379,893
2380,893
2381,893
2382,893
2383,893
2384,893
2385,894
2386,894
2387,894
2388,894
2389,894
2390,894
2391,896
2392,896
2393,896
2394,896
2395,896
2396,896
2397,897
2398,897
2399,897
2400,897
2401,897
2402,897
2403,898
2404,898
2405,898
2406,898
2407,898
2408,898
2409,900
2410,900
2411,900
2412,901
2413,901
2414,901
2415,902
2416,902
2417,902
2418,903
2419,903
2420,903
2421,906
2422,906
2423,907
2424,907
2425,908
2426,908
2427,909
2428,909
2429,911
2430,911
2431,912
2432,912
2433,913
2434,913
2435,916
2436,916
2437,916
2438,916
2439,916
2440,916
2441,917
2442,917
2443,917
2444,917
2445,917
2446,917
2447,918
2448,918
2449,918
2450,918
2451,918
2452,918
2453,919
2454,919
2455,919
2456,919
2457,919
2458,919
2459,922
2460,922
2461,922
2462,923
2463,923
2464,923
2465,924
2466,924
2467,924
2468,927
2469,927
2470,927
2471,927
2472,927
2473,928
2474,928
2475,928
2476,928
2477,928
2478,929
2479,929
2480,929
2481,929
2482,929
2483,932
2484,932
2485,932
2486,933
2487,933
2488,933
2489,934
2490,934
2491,934
2492,937
2493,937
2494,937
2495,937
2496,938
2497,938
2498,938
2499,938
2500,939
2501,939
2502,939
2503,939
2504,940
2505,940
2506,940
2507,940
2508,943
2509,943
2510,943
2511,943
2512,943
2513,943
2514,944
2515,944
2516,944
2517,944
2518,944
2519,944
2520,945
2521,945
2522,945
2523,945
2524,945
2525,945
2526,946
2527,946
2528,946
2529,946
2530,946
2531,946
2532,948
2533,948
2534,948
2535,948
2536,948
2537,948
2538,949
2539,949
2540,949
2541,949
2542,949
2543,949
2544,952
2545,952
2546,952
2547,952
2548,952
2549,953
2550,953
2551,953
2552,953
2553,953
2554,954
2555,954
2556,954
2557,954
2558,954
2559,955
2560,955
2561,955
2562,955
2563,955
2564,958
2565,958
2566,958
2567,958
2568,958
2569,959
2570,959
2571,959
2572,959
2573,959
2574,960
2575,960
2576,960
2577,960
2578,960
2579,961
2580,961
2581,961
2582,961
2583,961
2584,963
2585,963
2586,963
2587,963
2588,963
2589,964
2590,964
2591,964
2592,964
2593,964
2594,965
2595,965
2596,965
2597,965
2598,965
2599,966
2600,966
2601,966
2602,966
2603,966
2604,969
2605,969
2606,969
2607,969
2608,969
2609,969
2610,970
2611,970
2612,970
2613,970
2614,970
2615,970
2616,971
2617,971
2618,971
2619,971
2620,971
2621,971
2622,974
2623,974
2624,975
2625,975
2626,976
2627,976
2628,979
2629,979
2630,980
2631,980
2632,983
2633,983
2634,984
2635,984
2636,985
2637,985
2638,988
2639,988
2640,988
2641,988
2642,988
2643,988
2644,989
2645,989
2646,989
2647,989
2648,989
2649,989
2650,990
2651,990
2652,990
2653,990
2654,990
2655,990
2656,991
2657,991
2658,991
2659,991
2660,991
2661,991
2662,993
2663,993
2664,993
2665,993
2666,993
2667,993
2668,994
2669,994
2670,994
2671,994
2672,994
2673,994
2674,995
2675,995
2676,995
2677,995
2678,995
2679,995
2680,996
2681,996
2682,996
2683,996
2684,996
2685,996
2686,998
2687,998
2688,998
2689,998
2690,998
2691,998
2692,999
2693,999
2694,999
2695,999
2696,999
2697,999
2698,1000
2699,1000
2700,1000
2701,1000
2702,1000
2703,1000
2704,1001
2705,1001
2706,1001
2707,1001
2708,1001
2709,1001
2710,1003
2711,1003
2712,1003
2713,1004
2714,1004
2715,1004
2716,1005
2717,1005
2718,1005
2719,1006
2720,1006
2721,1006
2722,1009
2723,1009
2724,1009
2725,1009
2726,1010
2727,1010
2728,1010
2729,1010
2730,1011
2731,1011
2732,1011
2733,1011
2734,1012
2735,1012
2736,1012
2737,1012
2738,1014
2739,1014
2740,1014
2741,1015
2742,1015
2743,1015
2744,1016
2745,1016
2746,1016
2747,1017
2748,1017
2749,1017
2750,1019
2751,1019
2752,1020
2753,1020
2754,1021
2755,1021
2756,1022
2757,1022
2758,1025
2759,1025
2760,1025
2761,1025
2762,1025
2763,1026
2764,1026
2765,1026
2766,1026
2767,1026
2768,1029
2769,1029
2770,1029
2771,1029
2772,1029
2773,1030
2774,1030
2775,1030
2776,1030
2777,1030
2778,1033
2779,1033
2780,1033
2781,1033
2782,1033
2783,1034
2784,1034
2785,1034
2786,1034
2787,1034
2788,1035
2789,1035
2790,1035
2791,1035
2792,1035
2793,1036
2794,1036
2795,1036
2796,1036
2797,1036
2798,1038
2799,1038
2800,1038
2801,1038
2802,1038
2803,1039
2804,1039
2805,1039
2806,1039
2807,1039
2808,1040
2809,1040
2810,1040
2811,1040
2812,1040
2813,1042
2814,1042
2815,1042
2816,1042
2817,1043
2818,1043
2819,1043
2820,1043
2821,1044
2822,1044
2823,1044
2824,1044
2825,1046
2826,1046
2827,1046
2828,1046
2829,1047
2830,1047
2831,1047
2832,1047
2833,1048
2834,1048
2835,1048
2836,1048
2837,1051
2838,1051
2839,1051
2840,1051
2841,1051
2842,1051
2843,1052
2844,1052
2845,1052
2846,1052
2847,1052
2848,1052
2849,1053
2850,1053
2851,1053
2852,1053
2853,1053
2854,1053
2855,1055
2856,1055
2857,1055
2858,1055
2859,1056
2860,1056
2861,1056
2862,1056
4576,1724
4577,1724
4578,1724
4579,1724
4580,1725
4581,1725
4582,1725
4583,1725
4584,1725
4585,1725
4586,1727
4587,1727
4588,1727
4589,1727
4590,1727
4591,1727
4592,1728
4593,1728
4594,1728
4595,1728
4596,1728
4597,1728
4598,1730
4599,1730
4600,1730
4601,1731
4602,1731
4603,1731
4604,1732
4605,1732
4606,1732
4607,1734
4608,1734
4609,1734
4610,1734
4611,1734
4612,1734
4613,1735
4614,1735
4615,1735
4616,1735
4617,1735
4618,1735
4619,1737
4620,1737
4621,1737
4622,1737
4623,1738
4624,1738
4625,1738
4626,1738
4627,1740
4628,1740
4629,1741
4630,1741
4631,1744
4632,1744
4633,1744
4634,1744
4635,1745
4636,1745
4637,1745
4638,1745
4639,1746
4640,1746
4641,1746
4642,1746
4643,1749
4644,1749
4645,1749
4646,1749
4647,1750
4648,1750
4649,1750
4650,1750
4651,1751
4652,1751
4653,1751
4654,1751
