"ID_VYPLATY","ID_ZAMESTNANCA","DATUM","SUMA"
46153,1924,15-JAN-20,1312.8
46154,1924,15-FEB-20,711.84
46155,1924,15-MAR-20,1226.99
46156,1924,15-APR-20,1462.84
46157,1924,15-MAY-20,1072.13
46158,1924,15-JUN-20,977.22
46159,1924,15-JUL-20,1233.01
46160,1924,15-AUG-20,1000.22
46161,1924,15-SEP-20,1272.99
46162,1924,15-OCT-20,1042.02
46163,1924,15-NOV-20,1214.58
46164,1924,15-DEC-20,1351.39
46165,1924,15-JAN-21,976.62
46166,1924,15-FEB-21,1431.65
46167,1924,15-MAR-21,1181.37
46168,1924,15-APR-21,852.19
46169,1924,15-MAY-21,1307.62
46170,1924,15-JUN-21,1152.38
46171,1924,15-JUL-21,827.93
46172,1924,15-AUG-21,860.39
46173,1924,15-SEP-21,1093.7
46174,1924,15-OCT-21,727.09
46175,1924,15-NOV-21,960.73
46176,1924,15-DEC-21,1366.57
46177,1925,15-JAN-20,869.82
46178,1925,15-FEB-20,957.57
46179,1925,15-MAR-20,964.84
46180,1925,15-APR-20,1093.1
46181,1925,15-MAY-20,1198.12
46182,1925,15-JUN-20,1289.76
46183,1925,15-JUL-20,947.66
46184,1925,15-AUG-20,1493.36
46185,1925,15-SEP-20,1248.67
46186,1925,15-OCT-20,1036.14
46187,1925,15-NOV-20,1343.83
46188,1925,15-DEC-20,1451.5
46189,1925,15-JAN-21,1319.11
46190,1925,15-FEB-21,1299.27
46191,1925,15-MAR-21,1308.46
46192,1925,15-APR-21,933.56
46193,1925,15-MAY-21,1253.47
46194,1925,15-JUN-21,1095.56
46195,1925,15-JUL-21,794.31
46196,1925,15-AUG-21,853.06
46197,1925,15-SEP-21,1065.65
46198,1925,15-OCT-21,880.4
46199,1925,15-NOV-21,847.98
46200,1925,15-DEC-21,845.11
46201,1926,15-JAN-20,1214.07
46202,1926,15-FEB-20,882.4
46203,1926,15-MAR-20,1099.61
46204,1926,15-APR-20,949.55
46205,1926,15-MAY-20,1337.74
46206,1926,15-JUN-20,1412.61
46207,1926,15-JUL-20,731.43
46208,1926,15-AUG-20,1482.62
46209,1926,15-SEP-20,969.42
46210,1926,15-OCT-20,1491.83
46211,1926,15-NOV-20,1055.94
46212,1926,15-DEC-20,770.26
46213,1926,15-JAN-21,766.98
46214,1926,15-FEB-21,1480.67
46215,1926,15-MAR-21,993.58
46216,1926,15-APR-21,1021.66
46217,1926,15-MAY-21,1378.16
46218,1926,15-JUN-21,1058.42
46219,1926,15-JUL-21,1302.89
46220,1926,15-AUG-21,795.73
46221,1926,15-SEP-21,1230.91
46222,1926,15-OCT-21,989.83
46223,1926,15-NOV-21,1085.75
46224,1926,15-DEC-21,1061.09
46225,1927,15-JAN-20,747.94
46226,1927,15-FEB-20,922.24
46227,1927,15-MAR-20,1013.45
46228,1927,15-APR-20,1459.35
46229,1927,15-MAY-20,907.49
46230,1927,15-JUN-20,1108.71
46231,1927,15-JUL-20,711.68
46232,1927,15-AUG-20,1383.9
46233,1927,15-SEP-20,1139.97
46234,1927,15-OCT-20,1364.45
46235,1927,15-NOV-20,1342.65
46236,1927,15-DEC-20,1035.87
46237,1927,15-JAN-21,1202.37
46238,1927,15-FEB-21,979.09
46239,1927,15-MAR-21,1475.98
46240,1927,15-APR-21,718.08
46241,1927,15-MAY-21,1027.97
46242,1927,15-JUN-21,899.78
46243,1927,15-JUL-21,721.76
46244,1927,15-AUG-21,1386.09
46245,1927,15-SEP-21,1279.94
46246,1927,15-OCT-21,802.05
46247,1927,15-NOV-21,1255.22
46248,1927,15-DEC-21,1131.63
46249,1928,15-JAN-20,1453.98
46250,1928,15-FEB-20,1397.2
46251,1928,15-MAR-20,948.78
46252,1928,15-APR-20,796.57
46253,1928,15-MAY-20,1170.23
46254,1928,15-JUN-20,1233.72
46255,1928,15-JUL-20,1206.2
46256,1928,15-AUG-20,1262.01
46257,1928,15-SEP-20,1104.64
46258,1928,15-OCT-20,1413.07
46259,1928,15-NOV-20,908.9
46260,1928,15-DEC-20,745.23
46261,1928,15-JAN-21,1021.32
46262,1928,15-FEB-21,743.11
46263,1928,15-MAR-21,1366.52
46264,1928,15-APR-21,1409.39
46265,1928,15-MAY-21,1356.28
46266,1928,15-JUN-21,898.6
46267,1928,15-JUL-21,1106.13
46268,1928,15-AUG-21,1269.35
46269,1928,15-SEP-21,959.76
46270,1928,15-OCT-21,969.57
46271,1928,15-NOV-21,1039.74
46272,1928,15-DEC-21,906.13
46273,1929,15-JAN-20,1258.19
46274,1929,15-FEB-20,1324.65
46275,1929,15-MAR-20,1481.81
46276,1929,15-APR-20,1010.85
46277,1929,15-MAY-20,1091.87
46278,1929,15-JUN-20,840.96
46279,1929,15-JUL-20,1492.72
46280,1929,15-AUG-20,701.92
46281,1929,15-SEP-20,819.44
46282,1929,15-OCT-20,1262.24
46283,1929,15-NOV-20,755.92
46284,1929,15-DEC-20,1377.72
46285,1929,15-JAN-21,842.43
46286,1929,15-FEB-21,1217.89
46287,1929,15-MAR-21,1145.91
46288,1929,15-APR-21,744.62
46289,1929,15-MAY-21,1277.52
46290,1929,15-JUN-21,751.55
46291,1929,15-JUL-21,1081.1
46292,1929,15-AUG-21,723.68
46293,1929,15-SEP-21,1022.2
46294,1929,15-OCT-21,1342.5
46295,1929,15-NOV-21,1427.48
46296,1929,15-DEC-21,884.26
46297,1930,15-JAN-20,1098.37
46298,1930,15-FEB-20,1127.88
46299,1930,15-MAR-20,1155.43
46300,1930,15-APR-20,739.7
46301,1930,15-MAY-20,1071.61
46302,1930,15-JUN-20,794.96
46303,1930,15-JUL-20,1337.76
46304,1930,15-AUG-20,1212.17
46305,1930,15-SEP-20,1221.85
46306,1930,15-OCT-20,930.6
46307,1930,15-NOV-20,1107.42
46308,1930,15-DEC-20,762.1
46309,1930,15-JAN-21,1374.68
46310,1930,15-FEB-21,1198.92
46311,1930,15-MAR-21,1263.93
46312,1930,15-APR-21,1224.09
46313,1930,15-MAY-21,1175.31
46314,1930,15-JUN-21,964.82
46315,1930,15-JUL-21,1422.95
46316,1930,15-AUG-21,1163.74
46317,1930,15-SEP-21,1261
46318,1930,15-OCT-21,1012.43
46319,1930,15-NOV-21,1454.01
46320,1930,15-DEC-21,1133.8
46321,1931,15-JAN-20,950.15
46322,1931,15-FEB-20,1487.23
46323,1931,15-MAR-20,1293.03
46324,1931,15-APR-20,1281.96
46325,1931,15-MAY-20,812.07
46326,1931,15-JUN-20,967.22
46327,1931,15-JUL-20,1090.39
46328,1931,15-AUG-20,856.57
46329,1931,15-SEP-20,952.53
46330,1931,15-OCT-20,1137.25
46331,1931,15-NOV-20,1050.55
46332,1931,15-DEC-20,1463.49
46333,1931,15-JAN-21,935.92
46334,1931,15-FEB-21,1330.48
46335,1931,15-MAR-21,1214.09
46336,1931,15-APR-21,1341.29
46337,1931,15-MAY-21,1492.84
46338,1931,15-JUN-21,1163.34
46339,1931,15-JUL-21,1439.82
46340,1931,15-AUG-21,717.11
46341,1931,15-SEP-21,916.81
46342,1931,15-OCT-21,909.84
46343,1931,15-NOV-21,1268.7
46344,1931,15-DEC-21,952.82
46345,1932,15-JAN-20,1016.37
46346,1932,15-FEB-20,1004.05
46347,1932,15-MAR-20,1187.42
46348,1932,15-APR-20,783.2
46349,1932,15-MAY-20,854.94
46350,1932,15-JUN-20,1381.48
46351,1932,15-JUL-20,1318.06
46352,1932,15-AUG-20,1348.52
46353,1932,15-SEP-20,1115.11
46354,1932,15-OCT-20,948.46
46355,1932,15-NOV-20,1321.66
46356,1932,15-DEC-20,1183.69
46357,1932,15-JAN-21,1062.18
46358,1932,15-FEB-21,928.16
46359,1932,15-MAR-21,1368.74
46360,1932,15-APR-21,1474.37
46361,1932,15-MAY-21,1367.84
46362,1932,15-JUN-21,1457.97
46363,1932,15-JUL-21,725.59
46364,1932,15-AUG-21,810.6
46365,1932,15-SEP-21,1029.41
46366,1932,15-OCT-21,978.02
46367,1932,15-NOV-21,1065.38
46368,1932,15-DEC-21,1168.14
46369,1933,15-JAN-20,1428.15
46370,1933,15-FEB-20,1362.78
46371,1933,15-MAR-20,1180.85
46372,1933,15-APR-20,1477.81
46373,1933,15-MAY-20,1222.27
46374,1933,15-JUN-20,1222.71
46375,1933,15-JUL-20,1386.63
46376,1933,15-AUG-20,1266.52
46377,1933,15-SEP-20,991.28
46378,1933,15-OCT-20,980.45
46379,1933,15-NOV-20,1365.15
46380,1933,15-DEC-20,967.01
46381,1933,15-JAN-21,848.7
46382,1933,15-FEB-21,908.45
46383,1933,15-MAR-21,705.09
46384,1933,15-APR-21,1367.64
46385,1933,15-MAY-21,1385.71
46386,1933,15-JUN-21,872.21
46387,1933,15-JUL-21,1147.18
46388,1933,15-AUG-21,1298.1
46389,1933,15-SEP-21,758.64
46390,1933,15-OCT-21,1082.83
46391,1933,15-NOV-21,1315.67
46392,1933,15-DEC-21,1360.68
46393,1934,15-JAN-20,1121.31
46394,1934,15-FEB-20,1465.41
46395,1934,15-MAR-20,827.71
46396,1934,15-APR-20,1246.22
46397,1934,15-MAY-20,1187.85
46398,1934,15-JUN-20,834.08
46399,1934,15-JUL-20,1420.96
46400,1934,15-AUG-20,944.52
46401,1934,15-SEP-20,866.83
46402,1934,15-OCT-20,868.28
46403,1934,15-NOV-20,761.01
46404,1934,15-DEC-20,1377.21
46405,1934,15-JAN-21,1104.2
46406,1934,15-FEB-21,1204.69
46407,1934,15-MAR-21,1115.04
46408,1934,15-APR-21,1406.39
46409,1934,15-MAY-21,1228.91
46410,1934,15-JUN-21,1186.81
46411,1934,15-JUL-21,1450.7
46412,1934,15-AUG-21,1210.88
46413,1934,15-SEP-21,1136.61
46414,1934,15-OCT-21,1373.83
46415,1934,15-NOV-21,1342.01
46416,1934,15-DEC-21,1253.55
46417,1935,15-JAN-20,830.18
46418,1935,15-FEB-20,1172.77
46419,1935,15-MAR-20,1408.7
46420,1935,15-APR-20,1088.05
46421,1935,15-MAY-20,1360.84
46422,1935,15-JUN-20,881.04
46423,1935,15-JUL-20,1028.82
46424,1935,15-AUG-20,1049.46
46425,1935,15-SEP-20,1328.19
46426,1935,15-OCT-20,1308.57
46427,1935,15-NOV-20,1224.03
46428,1935,15-DEC-20,910.13
46429,1935,15-JAN-21,1356.79
46430,1935,15-FEB-21,1307.59
46431,1935,15-MAR-21,711.04
46432,1935,15-APR-21,1158.11
46433,1935,15-MAY-21,1148.73
46434,1935,15-JUN-21,1426.16
46435,1935,15-JUL-21,844.22
46436,1935,15-AUG-21,1252.9
46437,1935,15-SEP-21,1413.14
46438,1935,15-OCT-21,1120.13
46439,1935,15-NOV-21,1274.03
46440,1935,15-DEC-21,1114.62
46441,1936,15-JAN-20,1359.02
46442,1936,15-FEB-20,1097.87
46443,1936,15-MAR-20,1008.98
46444,1936,15-APR-20,1195.24
46445,1936,15-MAY-20,956.66
46446,1936,15-JUN-20,1157.68
46447,1936,15-JUL-20,1114.23
46448,1936,15-AUG-20,1251.49
46449,1936,15-SEP-20,1138.18
46450,1936,15-OCT-20,736.42
46451,1936,15-NOV-20,834.26
46452,1936,15-DEC-20,1048.7
46453,1936,15-JAN-21,1015.12
46454,1936,15-FEB-21,949.78
46455,1936,15-MAR-21,1293.98
46456,1936,15-APR-21,1495.02
46457,1936,15-MAY-21,1476.85
46458,1936,15-JUN-21,1285.03
46459,1936,15-JUL-21,787.33
46460,1936,15-AUG-21,960.99
46461,1936,15-SEP-21,1012.27
46462,1936,15-OCT-21,1126.08
46463,1936,15-NOV-21,1064.5
46464,1936,15-DEC-21,877.64
42428,1768,15-AUG-21,922.7
42429,1768,15-SEP-21,1187.97
42430,1768,15-OCT-21,1441.16
42431,1768,15-NOV-21,800.92
42432,1768,15-DEC-21,1437.76
42433,1769,15-JAN-20,1380.4
42434,1769,15-FEB-20,799.36
42435,1769,15-MAR-20,1230.24
42436,1769,15-APR-20,1036.88
42437,1769,15-MAY-20,1331.28
42438,1769,15-JUN-20,1469.17
42439,1769,15-JUL-20,771.63
42440,1769,15-AUG-20,809.66
42441,1769,15-SEP-20,1101.13
42442,1769,15-OCT-20,841.79
42443,1769,15-NOV-20,746.97
42444,1769,15-DEC-20,1276.43
42445,1769,15-JAN-21,1014.62
42446,1769,15-FEB-21,884.83
42447,1769,15-MAR-21,1141.84
42448,1769,15-APR-21,775.23
42449,1769,15-MAY-21,834.62
42450,1769,15-JUN-21,1369.64
42451,1769,15-JUL-21,1008.21
42452,1769,15-AUG-21,854.94
42453,1769,15-SEP-21,820.24
42454,1769,15-OCT-21,961.68
42455,1769,15-NOV-21,968.97
42456,1769,15-DEC-21,1406.87
42457,1770,15-JAN-20,1313.53
42458,1770,15-FEB-20,787.97
42459,1770,15-MAR-20,1159.84
42460,1770,15-APR-20,1497.38
42461,1770,15-MAY-20,895.19
42462,1770,15-JUN-20,801.9
42463,1770,15-JUL-20,747.61
42464,1770,15-AUG-20,1342.95
42465,1770,15-SEP-20,1124.2
42466,1770,15-OCT-20,1217.39
42467,1770,15-NOV-20,1415.54
42468,1770,15-DEC-20,1356.28
42469,1770,15-JAN-21,776.35
42470,1770,15-FEB-21,1180.08
42471,1770,15-MAR-21,918.07
42472,1770,15-APR-21,1168.39
42473,1770,15-MAY-21,1145.27
42474,1770,15-JUN-21,1257.24
42475,1770,15-JUL-21,1266.66
42476,1770,15-AUG-21,1148.57
42477,1770,15-SEP-21,1234.19
42478,1770,15-OCT-21,1203.09
42479,1770,15-NOV-21,1092.76
42480,1770,15-DEC-21,759.77
42481,1771,15-JAN-20,1142.17
42482,1771,15-FEB-20,786.04
42483,1771,15-MAR-20,1077.64
42484,1771,15-APR-20,1308.21
42485,1771,15-MAY-20,902.84
42486,1771,15-JUN-20,1069.89
42487,1771,15-JUL-20,1344.63
42488,1771,15-AUG-20,1193.93
42489,1771,15-SEP-20,887.33
42490,1771,15-OCT-20,890.08
42491,1771,15-NOV-20,1034.27
42492,1771,15-DEC-20,726.46
42493,1771,15-JAN-21,771.07
42494,1771,15-FEB-21,819.24
42495,1771,15-MAR-21,1452.61
42496,1771,15-APR-21,725.33
42497,1771,15-MAY-21,1359.17
42498,1771,15-JUN-21,1462.5
42499,1771,15-JUL-21,1132.71
42500,1771,15-AUG-21,1090.97
42501,1771,15-SEP-21,1364.92
42502,1771,15-OCT-21,1359.91
42503,1771,15-NOV-21,1243.62
42504,1771,15-DEC-21,1279.89
42505,1772,15-JAN-20,1126.87
42506,1772,15-FEB-20,774.87
42507,1772,15-MAR-20,1303.52
42508,1772,15-APR-20,1354.42
42509,1772,15-MAY-20,1464.77
42510,1772,15-JUN-20,1361.73
42511,1772,15-JUL-20,1466.64
42512,1772,15-AUG-20,955.7
42513,1772,15-SEP-20,874.01
42514,1772,15-OCT-20,737.48
42515,1772,15-NOV-20,1305.59
42516,1772,15-DEC-20,1098.03
42517,1772,15-JAN-21,1171.79
42518,1772,15-FEB-21,1392.23
42519,1772,15-MAR-21,1036.87
42520,1772,15-APR-21,1311.53
42521,1772,15-MAY-21,1407.47
42522,1772,15-JUN-21,949.8
42523,1772,15-JUL-21,1382.75
42524,1772,15-AUG-21,847.42
42525,1772,15-SEP-21,1299.32
42526,1772,15-OCT-21,870.67
42527,1772,15-NOV-21,1193.72
42528,1772,15-DEC-21,1004.44
42529,1773,15-JAN-20,1219.74
42530,1773,15-FEB-20,899.37
42531,1773,15-MAR-20,739.55
42532,1773,15-APR-20,1099.1
42533,1773,15-MAY-20,1063
42534,1773,15-JUN-20,836.38
42535,1773,15-JUL-20,1339.66
42536,1773,15-AUG-20,769.04
42537,1773,15-SEP-20,860.92
42538,1773,15-OCT-20,881.16
42539,1773,15-NOV-20,1162.63
42540,1773,15-DEC-20,867.61
42541,1773,15-JAN-21,931.62
42542,1773,15-FEB-21,1311.27
42543,1773,15-MAR-21,1449.63
42544,1773,15-APR-21,1061.34
42545,1773,15-MAY-21,927.56
42546,1773,15-JUN-21,839.86
42547,1773,15-JUL-21,1124.49
42548,1773,15-AUG-21,1242.86
42549,1773,15-SEP-21,711.47
42550,1773,15-OCT-21,989.48
42551,1773,15-NOV-21,1336.85
42552,1773,15-DEC-21,1266.64
42553,1774,15-JAN-20,912.3
42554,1774,15-FEB-20,1015.46
42555,1774,15-MAR-20,1238.4
42556,1774,15-APR-20,1164.24
42557,1774,15-MAY-20,730.58
42558,1774,15-JUN-20,937.34
42559,1774,15-JUL-20,784.32
42560,1774,15-AUG-20,846.61
42561,1774,15-SEP-20,974.25
42562,1774,15-OCT-20,1343.06
42563,1774,15-NOV-20,953.53
42564,1774,15-DEC-20,1027.77
42565,1774,15-JAN-21,1498.11
42566,1774,15-FEB-21,1306.3
42567,1774,15-MAR-21,1024.74
42568,1774,15-APR-21,1034.93
42569,1774,15-MAY-21,918.64
42570,1774,15-JUN-21,968.23
42571,1774,15-JUL-21,1265.64
42572,1774,15-AUG-21,1403.4
42573,1774,15-SEP-21,1203.5
42574,1774,15-OCT-21,986.5
42575,1774,15-NOV-21,872.86
42576,1774,15-DEC-21,835.03
42577,1775,15-JAN-20,1089.66
42578,1775,15-FEB-20,1007.24
42579,1775,15-MAR-20,1390.29
42580,1775,15-APR-20,1310.79
42581,1775,15-MAY-20,1160.15
42582,1775,15-JUN-20,1030.57
42583,1775,15-JUL-20,771.08
42584,1775,15-AUG-20,1432.04
42585,1775,15-SEP-20,1214.83
42586,1775,15-OCT-20,1277.94
42587,1775,15-NOV-20,763.34
42588,1775,15-DEC-20,1093.58
42589,1775,15-JAN-21,1073.72
42590,1775,15-FEB-21,1423.98
42591,1775,15-MAR-21,915.65
42592,1775,15-APR-21,1135.16
42593,1775,15-MAY-21,724.22
42594,1775,15-JUN-21,1416.16
42595,1775,15-JUL-21,1195.38
42596,1775,15-AUG-21,929.73
42597,1775,15-SEP-21,1117.56
42598,1775,15-OCT-21,974.37
42599,1775,15-NOV-21,1396.26
42600,1775,15-DEC-21,1146.2
42601,1776,15-JAN-20,1108.09
42602,1776,15-FEB-20,890.13
42603,1776,15-MAR-20,1146.27
42604,1776,15-APR-20,1214.97
42605,1776,15-MAY-20,1275.98
42606,1776,15-JUN-20,709.72
42607,1776,15-JUL-20,1401.67
42608,1776,15-AUG-20,1301.97
42609,1776,15-SEP-20,1322.7
42610,1776,15-OCT-20,1128.68
42611,1776,15-NOV-20,975.03
42612,1776,15-DEC-20,1190.74
42613,1776,15-JAN-21,1267.91
42614,1776,15-FEB-21,855.4
42615,1776,15-MAR-21,778.66
42616,1776,15-APR-21,1489.08
42617,1776,15-MAY-21,1121
42618,1776,15-JUN-21,1016.86
42619,1776,15-JUL-21,1421.35
42620,1776,15-AUG-21,1071.82
42621,1776,15-SEP-21,1230.28
42622,1776,15-OCT-21,1240.39
42623,1776,15-NOV-21,1470.09
42624,1776,15-DEC-21,942.86
42625,1777,15-JAN-20,884.39
42626,1777,15-FEB-20,961.03
42627,1777,15-MAR-20,833.13
42628,1777,15-APR-20,821.06
42629,1777,15-MAY-20,1260.87
42630,1777,15-JUN-20,769.13
42631,1777,15-JUL-20,1281.24
42632,1777,15-AUG-20,1497.75
42633,1777,15-SEP-20,1197.37
42634,1777,15-OCT-20,1036.55
42635,1777,15-NOV-20,1025.76
42636,1777,15-DEC-20,936.14
42637,1777,15-JAN-21,1040.29
42638,1777,15-FEB-21,1472.75
42639,1777,15-MAR-21,1234.01
42640,1777,15-APR-21,1037.53
